model,lat,lon,taw,organic_carbon,cec,ph,sand_pct,bulk_density,awc,texture_class,cluster
gmm,7.304357738537,80.00262237548,6.8992462009191495,2.7922126257683635,15.445021388267763,5.49861494700114,79.1108951231216,1.5283342997233074,0.0459949746727943,Loamy sand,2
kmeans,7.304357738537,80.01205017088999,6.963757798075676,2.787698682458025,15.44301306734943,5.495481967926025,78.82918094621947,1.5280311902364094,0.0464250519871711,Loamy sand,2
agglomerative,7.304357738537,80.01205017088999,6.963757798075676,2.787698682458025,15.44301306734943,5.495481967926025,78.82918094621947,1.5280311902364094,0.0464250519871711,Loamy sand,3
gmm,7.304357738537,80.01205017088999,6.963757798075676,2.787698682458025,15.44301306734943,5.495481967926025,78.82918094621947,1.5280311902364094,0.0464250519871711,Loamy sand,2
kmeans,7.304357738537,80.0214779663,7.029468566179275,2.783144391524858,15.440847190198632,5.4927741686503095,78.55937951019514,1.527009129524231,0.0468631237745284,Loamy sand,2
agglomerative,7.304357738537,80.0214779663,7.029468566179275,2.783144391524858,15.440847190198632,5.4927741686503095,78.55937951019514,1.527009129524231,0.0468631237745284,Loamy sand,3
gmm,7.304357738537,80.0214779663,7.029468566179275,2.783144391524858,15.440847190198632,5.4927741686503095,78.55937951019514,1.527009129524231,0.0468631237745284,Loamy sand,2
kmeans,7.304357738537,80.09690032958,8.506159484386442,2.564150497735938,15.155773784865458,5.411818981170654,75.72700157935493,1.4447294076283772,0.0567077298959096,Loamy sand,0
agglomerative,7.304357738537,80.09690032958,8.506159484386442,2.564150497735938,15.155773784865458,5.411818981170654,75.72700157935493,1.4447294076283772,0.0567077298959096,Loamy sand,1
gmm,7.304357738537,80.09690032958,8.506159484386442,2.564150497735938,15.155773784865458,5.411818981170654,75.72700157935493,1.4447294076283772,0.0567077298959096,Loamy sand,0
kmeans,7.304357738537,80.10632812499,8.61894711852074,2.5562474945685767,15.15365616746096,5.408946673075358,75.573701262873,1.460127075513204,0.0574596474568049,Loamy sand,0
agglomerative,7.304357738537,80.10632812499,8.61894711852074,2.5562474945685767,15.15365616746096,5.408946673075358,75.573701262873,1.460127075513204,0.0574596474568049,Loamy sand,1
